Target_ID,Target_Protein_Name,Domain_ID
Q9NWX5,Ankyrin repeat and SOCS box protein 6,PF12796
Q9NWX5,Ankyrin repeat and SOCS box protein 6,PF13637
Q9NWX5,Ankyrin repeat and SOCS box protein 6,PF07525
P14314,Glucosidase 2 subunit beta,PF13202
P14314,Glucosidase 2 subunit beta,PF12999
P14314,Glucosidase 2 subunit beta,PF13015
P62873,Guanine nucleotide-binding protein G,PF25391
Q9BQI3,Eukaryotic translation initiation factor 2-alpha kinase 1,PF22949
Q9BQI3,Eukaryotic translation initiation factor 2-alpha kinase 1,PF00069
Q9BX63,Fanconi anemia group J protein,PF06733
Q9BX63,Fanconi anemia group J protein,PF13307
Q9H6R0,ATP-dependent RNA helicase DHX33,PF00270
Q9H6R0,ATP-dependent RNA helicase DHX33,PF21010
Q9H6R0,ATP-dependent RNA helicase DHX33,PF04408
Q9H6R0,ATP-dependent RNA helicase DHX33,PF00271
Q9H6R0,ATP-dependent RNA helicase DHX33,PF07717
Q96EZ8,Microspherule protein 1,PF00498
Q96EZ8,Microspherule protein 1,PF13325
P42858,Huntingtin,PF20925
P42858,Huntingtin,PF20927
P42858,Huntingtin,PF12372
P42858,Huntingtin,PF20926
Q96Q42,Alsin,PF25389
Q96Q42,Alsin,PF02493
Q96Q42,Alsin,PF25383
Q96Q42,Alsin,PF00415
Q96Q42,Alsin,PF02204
Q9NVX7,Kelch repeat and BTB domain-containing protein 4,PF07707
Q9NVX7,Kelch repeat and BTB domain-containing protein 4,PF00651
Q9NVX7,Kelch repeat and BTB domain-containing protein 4,PF07646
Q9UJA5,tRNA,PF04189
Q8N465,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",PF02913
Q8N465,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",PF01565
P31749,RAC-alpha serine/threonine-protein kinase,PF00169
P31749,RAC-alpha serine/threonine-protein kinase,PF00069
P31749,RAC-alpha serine/threonine-protein kinase,PF00433
Q9HB71,Calcyclin-binding protein,PF04969
Q9HB71,Calcyclin-binding protein,PF05002
Q9HB71,Calcyclin-binding protein,PF09032
Q6ZWV7,Large ribosomal subunit protein uL29,PF00831
Q7M739,Nucleoprotein TPR,PF25481
Q7M739,Nucleoprotein TPR,PF25785
Q7M739,Nucleoprotein TPR,PF07926
O75132,Zinc finger BED domain-containing protein 4,PF05699
O75132,Zinc finger BED domain-containing protein 4,PF02892
Q96EB6,NAD-dependent protein deacetylase sirtuin-1,PF02146
P19419,ETS domain-containing protein Elk-1,PF00178
Q6PJ21,SPRY domain-containing SOCS box protein 3,PF00622
Q9UPW5,Cytosolic carboxypeptidase 1,PF18027
Q9UPW5,Cytosolic carboxypeptidase 1,PF00246
O00423,Echinoderm microtubule-associated protein-like 1,PF23409
O00423,Echinoderm microtubule-associated protein-like 1,PF23414
O00423,Echinoderm microtubule-associated protein-like 1,PF03451
P57055,Protein ripply3,PF14998
Q9P035,Very-long-chain,PF04387
A6NEM1,Golgin subfamily A member 6-like protein 9,PF15070
P54252,Ataxin-3,PF02099
P54252,Ataxin-3,PF16619
P54252,Ataxin-3,PF02809
Q15750,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,PF00481
Q96FJ0,AMSH-like protease,PF01398
Q96FJ0,AMSH-like protease,PF08969
Q9H334,Forkhead box protein P1,PF00250
Q9H334,Forkhead box protein P1,PF16159
Q13393,Phospholipase D1,PF00169
Q13393,Phospholipase D1,PF00614
Q13393,Phospholipase D1,PF13091
Q13393,Phospholipase D1,PF00787
P24772,Protein OPG200,PF06227
Q8TEQ0,Sorting nexin-29,PF00787
Q8TEQ0,Sorting nexin-29,PF02759
Q59F66,RNA helicase,PF00270
Q59F66,RNA helicase,PF00271
G1TBS2,RuvB-like helicase,PF06068
G1TBS2,RuvB-like helicase,PF17856
B4DT77,Annexin,PF00191
Q13277,Syntaxin-3,PF05739
Q13277,Syntaxin-3,PF00804
Q9Y2Y1,DNA-directed RNA polymerase III subunit RPC10,PF02150
Q9Y2Y1,DNA-directed RNA polymerase III subunit RPC10,PF01096
P35226,Polycomb complex protein BMI-1,PF16207
P35226,Polycomb complex protein BMI-1,PF13923
Q15843,Ubiquitin-like protein NEDD8,PF00240
Q96GG9,DCN1-like protein 1,PF03556
Q96GG9,DCN1-like protein 1,PF14555
Q9H6S0,3'-5' RNA helicase YTHDC2,PF00270
Q9H6S0,3'-5' RNA helicase YTHDC2,PF21010
Q9H6S0,3'-5' RNA helicase YTHDC2,PF04408
Q9H6S0,3'-5' RNA helicase YTHDC2,PF00271
Q9H6S0,3'-5' RNA helicase YTHDC2,PF07717
Q9H6S0,3'-5' RNA helicase YTHDC2,PF01424
Q9H6S0,3'-5' RNA helicase YTHDC2,PF04146
Q14004,Cyclin-dependent kinase 13,PF00069
Q8WWR8,Sialidase-4,PF13088
Q9H469,F-box/LRR-repeat protein 15,PF00646
Q9H469,F-box/LRR-repeat protein 15,PF13516
Q9H469,F-box/LRR-repeat protein 15,PF24758
Q9UDY4,DnaJ homolog subfamily B member 4,PF00226
Q9UDY4,DnaJ homolog subfamily B member 4,PF01556
O95678,"Keratin, type II cytoskeletal 75",PF00038
O95678,"Keratin, type II cytoskeletal 75",PF16208
P60520,Gamma-aminobutyric acid receptor-associated protein-like 2,PF02991
Q9H672,Ankyrin repeat and SOCS box protein 7,PF12796
Q9H672,Ankyrin repeat and SOCS box protein 7,PF07525
O94763,Unconventional prefoldin RPB5 interactor 1,PF02996
Q01130,Serine/arginine-rich splicing factor 2,PF00076
P02829,ATP-dependent molecular chaperone HSP82,PF13589
P02829,ATP-dependent molecular chaperone HSP82,PF00183
O15218,G-protein coupled receptor 182,PF00001
Q8NI29,F-box only protein 27,PF12937
Q8NI29,F-box only protein 27,PF04300
Q9NQ35,Nuclear receptor-interacting protein 3,PF09668
Q5EP37,RNA-directed RNA polymerase catalytic subunit,PF00602
P41240,Tyrosine-protein kinase CSK,PF07714
P41240,Tyrosine-protein kinase CSK,PF00017
P41240,Tyrosine-protein kinase CSK,PF00018
Q13705,Activin receptor type-2B,PF01064
Q13705,Activin receptor type-2B,PF00069
Q16659,Mitogen-activated protein kinase 6,PF00069
Q8IY21,Probable ATP-dependent RNA helicase DDX60,PF00270
Q8IY21,Probable ATP-dependent RNA helicase DDX60,PF00271
Q8IY21,Probable ATP-dependent RNA helicase DDX60,PF23002
P19075,Tetraspanin-8,PF00335
P27105,Stomatin,PF01145
P63261,"Actin, cytoplasmic 2",PF00022
P07900,Heat shock protein HSP 90-alpha,PF13589
P07900,Heat shock protein HSP 90-alpha,PF00183
Q86VZ1,S-geranylgeranyl-glutathione receptor P2RY8,PF00001
Q13200,26S proteasome non-ATPase regulatory subunit 2,PF01851
Q13200,26S proteasome non-ATPase regulatory subunit 2,PF18051
Q13200,26S proteasome non-ATPase regulatory subunit 2,PF17781
P08253,72 kDa type IV collagenase,PF00040
P08253,72 kDa type IV collagenase,PF00045
P08253,72 kDa type IV collagenase,PF00413
Q9BW92,"Threonine--tRNA ligase, mitochondrial",PF03129
Q9BW92,"Threonine--tRNA ligase, mitochondrial",PF02824
Q9BW92,"Threonine--tRNA ligase, mitochondrial",PF00587
Q9BW92,"Threonine--tRNA ligase, mitochondrial",PF07973
Q9UPM9,B9 domain-containing protein 1,PF07162
P61764,Syntaxin-binding protein 1,PF00995
Q9Y250,Leucine zipper putative tumor suppressor 1,PF06818
Q9UHR6,Zinc finger HIT domain-containing protein 2,PF04438
Q9UL58,Zinc finger protein 215,PF01352
Q9UL58,Zinc finger protein 215,PF02023
Q9UL58,Zinc finger protein 215,PF00096
Q9UG63,ATP-binding cassette sub-family F member 2,PF00005
Q9UG63,ATP-binding cassette sub-family F member 2,PF12848
A0A0G2JHK4,Discoidin domain receptor tyrosine kinase 1,PF00754
A0A2U2GX14,Two-component system response regulator,PF00072
A0A2U2GX14,Two-component system response regulator,PF00486
O43172,U4/U6 small nuclear ribonucleoprotein Prp4,PF08799
O43172,U4/U6 small nuclear ribonucleoprotein Prp4,PF00400
O75190,DnaJ homolog subfamily B member 6,PF00226
Q01201,Transcription factor RelB,PF16180
Q01201,Transcription factor RelB,PF16181
Q01201,Transcription factor RelB,PF16179
Q01201,Transcription factor RelB,PF00554
Q08752,Peptidyl-prolyl cis-trans isomerase D,PF00160
Q8IVD9,NudC domain-containing protein 3,PF04969
Q8IVD9,NudC domain-containing protein 3,PF14050
Q92562,Polyphosphoinositide phosphatase,PF02383
Q9H361,Polyadenylate-binding protein 3,PF00658
Q9H361,Polyadenylate-binding protein 3,PF00076
P51148,Ras-related protein Rab-5C,PF00071
P60709,"Actin, cytoplasmic 1",PF00022
Q9H5X1,Cytosolic iron-sulfur assembly component 2A,PF01883
Q9NQS5,G-protein coupled receptor 84,PF00001
Q9Y6K9,NF-kappa-B essential modulator,PF16516
Q9Y6K9,NF-kappa-B essential modulator,PF11577
Q9Y6K9,NF-kappa-B essential modulator,PF18414
P53778,Mitogen-activated protein kinase 12,PF00069
Q96J92,Serine/threonine-protein kinase WNK4,PF24889
Q96J92,Serine/threonine-protein kinase WNK4,PF12202
Q96J92,Serine/threonine-protein kinase WNK4,PF00069
O95819,Mitogen-activated protein kinase kinase kinase kinase 4,PF00780
O95819,Mitogen-activated protein kinase kinase kinase kinase 4,PF00069
P42346,Serine/threonine-protein kinase mTOR,PF02259
P42346,Serine/threonine-protein kinase mTOR,PF02260
P42346,Serine/threonine-protein kinase mTOR,PF08771
P42346,Serine/threonine-protein kinase mTOR,PF23593
P42346,Serine/threonine-protein kinase mTOR,PF11865
P42346,Serine/threonine-protein kinase mTOR,PF00454
Q9Z0X1,"Apoptosis-inducing factor 1, mitochondrial",PF14721
Q9Z0X1,"Apoptosis-inducing factor 1, mitochondrial",PF07992
Q80YV4,4'-phosphopantetheine phosphatase,PF01937
Q80YV4,4'-phosphopantetheine phosphatase,PF03630
B4URF7,Polymerase basic protein 2,PF20947
B4URF7,Polymerase basic protein 2,PF20948
B4URF7,Polymerase basic protein 2,PF20949
B4URF7,Polymerase basic protein 2,PF20950
B4URF7,Polymerase basic protein 2,PF00604
B4URF7,Polymerase basic protein 2,PF20951
B4URF7,Polymerase basic protein 2,PF20952
I6T1Z2,Non-structural protein 1,PF00600
P09914,Antiviral innate immune response effector IFIT1,PF13424
P09914,Antiviral innate immune response effector IFIT1,PF07719
P09914,Antiviral innate immune response effector IFIT1,PF13181
P28370,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1,PF09110
P28370,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1,PF00271
P28370,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1,PF09111
P28370,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 1,PF00176
Q9Y287,Integral membrane protein 2B,PF04089
O43586,Proline-serine-threonine phosphatase-interacting protein 1,PF00611
O43586,Proline-serine-threonine phosphatase-interacting protein 1,PF00018
O43151,Methylcytosine dioxygenase TET3,PF12851
O43151,Methylcytosine dioxygenase TET3,PF02008
O94844,Rho-related BTB domain-containing protein 1,PF00651
O94844,Rho-related BTB domain-containing protein 1,PF00071
P27361,Mitogen-activated protein kinase 3,PF00069
Q07954,Prolow-density lipoprotein receptor-related protein 1,PF12662
Q07954,Prolow-density lipoprotein receptor-related protein 1,PF16472
Q07954,Prolow-density lipoprotein receptor-related protein 1,PF07645
Q07954,Prolow-density lipoprotein receptor-related protein 1,PF14670
Q07954,Prolow-density lipoprotein receptor-related protein 1,PF00057
Q07954,Prolow-density lipoprotein receptor-related protein 1,PF00058
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF01398
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF08082
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF08083
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF08084
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF12134
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF10598
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF10597
Q6P2Q9,Pre-mRNA-processing-splicing factor 8,PF10596
P06748,Nucleophosmin,PF16276
P06748,Nucleophosmin,PF03066
Q16654,[Pyruvate dehydrogenase,PF10436
Q16654,[Pyruvate dehydrogenase,PF02518
Q8N1V2,Cilia- and flagella-associated protein 52,PF00400
Q16543,Hsp90 co-chaperone Cdc37,PF08564
Q16543,Hsp90 co-chaperone Cdc37,PF08565
Q16543,Hsp90 co-chaperone Cdc37,PF03234
Q86YV5,Inactive tyrosine-protein kinase PRAG1,PF07714
Q9GZR7,ATP-dependent RNA helicase DDX24,PF00270
Q9GZR7,ATP-dependent RNA helicase DDX24,PF00271
Q96LI6,"Heat shock transcription factor, Y-linked",PF00447
P10599,Thioredoxin,PF00085
Q15562,Transcriptional enhancer factor TEF-4,PF01285
Q15562,Transcriptional enhancer factor TEF-4,PF17725
Q9H0E9,Bromodomain-containing protein 8,PF00439
Q9JMK2,Casein kinase I isoform epsilon,PF00069
O60938,Keratocan,PF13516
O60938,Keratocan,PF13855
O60938,Keratocan,PF01462
P04629,High affinity nerve growth factor receptor,PF13855
P04629,High affinity nerve growth factor receptor,PF16920
P04629,High affinity nerve growth factor receptor,PF07714
P04629,High affinity nerve growth factor receptor,PF18613
Q96IK5,Germ cell-less protein-like 1,PF07707
Q96IK5,Germ cell-less protein-like 1,PF00651
O95619,YEATS domain-containing protein 4,PF03366
P29474,Nitric oxide synthase 3,PF00667
P29474,Nitric oxide synthase 3,PF00258
P29474,Nitric oxide synthase 3,PF00175
P29474,Nitric oxide synthase 3,PF02898
P98172,Ephrin-B1,PF00812
Q9Y2T6,G-protein coupled receptor 55,PF00001
P17844,Probable ATP-dependent RNA helicase DDX5,PF00270
P17844,Probable ATP-dependent RNA helicase DDX5,PF00271
P17844,Probable ATP-dependent RNA helicase DDX5,PF08061
Q9P2K8,eIF-2-alpha kinase GCN2,PF12745
Q9P2K8,eIF-2-alpha kinase GCN2,PF00069
Q9P2K8,eIF-2-alpha kinase GCN2,PF05773
Q9P2K8,eIF-2-alpha kinase GCN2,PF13393
Q86UK5,Limbin,PF12297
Q9UPE1,SRSF protein kinase 3,PF00069
Q9BRZ2,E3 ubiquitin-protein ligase TRIM56,PF00643
Q9BRZ2,E3 ubiquitin-protein ligase TRIM56,PF13445
P22607,Fibroblast growth factor receptor 3,PF21165
P22607,Fibroblast growth factor receptor 3,PF07679
P22607,Fibroblast growth factor receptor 3,PF13927
P22607,Fibroblast growth factor receptor 3,PF07714
Q6ZN54,Differentially expressed in FDCP 8 homolog,PF00130
Q6ZN54,Differentially expressed in FDCP 8 homolog,PF13901
P59046,"NACHT, LRR and PYD domains-containing protein 12",PF14484
P59046,"NACHT, LRR and PYD domains-containing protein 12",PF13516
P59046,"NACHT, LRR and PYD domains-containing protein 12",PF05729
P59046,"NACHT, LRR and PYD domains-containing protein 12",PF17776
P59046,"NACHT, LRR and PYD domains-containing protein 12",PF17779
P59046,"NACHT, LRR and PYD domains-containing protein 12",PF02758
P07901,Heat shock protein HSP 90-alpha,PF13589
P07901,Heat shock protein HSP 90-alpha,PF00183
Q9P215,Pogo transposable element with KRAB domain,PF09607
Q9P215,Pogo transposable element with KRAB domain,PF03184
Q9P215,Pogo transposable element with KRAB domain,PF03221
Q9P215,Pogo transposable element with KRAB domain,PF01352
Q9BTY7,Protein HGH1 homolog,PF04063
Q9BTY7,Protein HGH1 homolog,PF04064
Q8TE30,RNA-directed DNA polymerase,PF03372
Q8TE30,RNA-directed DNA polymerase,PF00078
O94810,Regulator of G-protein signaling 11,PF00610
O94810,Regulator of G-protein signaling 11,PF00631
O94810,Regulator of G-protein signaling 11,PF00615
O94810,Regulator of G-protein signaling 11,PF18148
P35414,Apelin receptor,PF00001
Q13882,Protein-tyrosine kinase 6,PF07714
Q13882,Protein-tyrosine kinase 6,PF00017
Q13882,Protein-tyrosine kinase 6,PF00018
Q5HYN5,Cancer/testis antigen family 45 member A1,PF15300
P23396,Small ribosomal subunit protein uS3,PF07650
P23396,Small ribosomal subunit protein uS3,PF00189
P25090,N-formyl peptide receptor 2,PF00001
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PF16579
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PF21147
Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1,PF00069
Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PF00679
Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PF14492
Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PF03764
Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PF16004
Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PF00009
Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PF03144
Q96RY7,Intraflagellar transport protein 140 homolog,PF23383
Q96RY7,Intraflagellar transport protein 140 homolog,PF23385
Q96RY7,Intraflagellar transport protein 140 homolog,PF24762
Q96RY7,Intraflagellar transport protein 140 homolog,PF24760
Q93009,Ubiquitin carboxyl-terminal hydrolase 7,PF22486
Q93009,Ubiquitin carboxyl-terminal hydrolase 7,PF00443
Q93009,Ubiquitin carboxyl-terminal hydrolase 7,PF14533
Q93009,Ubiquitin carboxyl-terminal hydrolase 7,PF12436
Q9UPZ3,BLOC-2 complex member HPS5,PF23756
Q9UPZ3,BLOC-2 complex member HPS5,PF23758
Q13813,"Spectrin alpha chain, non-erythrocytic 1",PF13499
Q13813,"Spectrin alpha chain, non-erythrocytic 1",PF08726
Q13813,"Spectrin alpha chain, non-erythrocytic 1",PF00018
Q13813,"Spectrin alpha chain, non-erythrocytic 1",PF00435
Q86Y91,Kinesin-like protein KIF18B,PF00225
Q9UGU0,Transcription factor 20,PF13771
Q9NWS6,Protein FAM118A,PF13289
Q86TW2,AarF domain-containing protein kinase 1,PF03109
P60710,"Actin, cytoplasmic 1",PF00022
P0CI25,Tripartite motif-containing protein 49,PF00622
P0CI25,Tripartite motif-containing protein 49,PF00643
P0CI25,Tripartite motif-containing protein 49,PF15227
Q3SYG0,PR domain zinc finger protein 1,PF21549
Q3SYG0,PR domain zinc finger protein 1,PF00096
O60741,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,PF00027
O60741,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,PF00520
O60741,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,PF08412
P04626,Receptor tyrosine-protein kinase erbB-2,PF00757
P04626,Receptor tyrosine-protein kinase erbB-2,PF14843
P04626,Receptor tyrosine-protein kinase erbB-2,PF07714
P04626,Receptor tyrosine-protein kinase erbB-2,PF01030
P04626,Receptor tyrosine-protein kinase erbB-2,PF21314
Q5SW79,Centrosomal protein of 170 kDa,PF15308
Q5SW79,Centrosomal protein of 170 kDa,PF00498
Q9GZN1,Actin-related protein 6,PF00022
P33681,T-lymphocyte activation antigen CD80,PF08205
P33681,T-lymphocyte activation antigen CD80,PF07686
Q13049,E3 ubiquitin-protein ligase TRIM32,PF01436
Q13049,E3 ubiquitin-protein ligase TRIM32,PF13445
Q15349,Ribosomal protein S6 kinase alpha-2,PF00069
Q15349,Ribosomal protein S6 kinase alpha-2,PF00433
O96019,Actin-like protein 6A,PF00022
Q13206,Probable ATP-dependent RNA helicase DDX10,PF13959
Q13206,Probable ATP-dependent RNA helicase DDX10,PF00270
Q13206,Probable ATP-dependent RNA helicase DDX10,PF00271
Q96JB6,Lysyl oxidase homolog 4,PF01186
Q96JB6,Lysyl oxidase homolog 4,PF00530
Q9NYJ8,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,PF02845
Q6IQ23,Pleckstrin homology domain-containing family A member 7,PF00169
Q6P1M3,LLGL scribble cell polarity complex component 2,PF08366
Q6P1M3,LLGL scribble cell polarity complex component 2,PF00400
P11388,DNA topoisomerase 2-alpha,PF00204
P11388,DNA topoisomerase 2-alpha,PF00521
P11388,DNA topoisomerase 2-alpha,PF08070
P11388,DNA topoisomerase 2-alpha,PF02518
P11388,DNA topoisomerase 2-alpha,PF01751
P11388,DNA topoisomerase 2-alpha,PF16898
Q9UKT9,Zinc finger protein Aiolos,PF00096
Q96M95,Coiled-coil domain-containing protein 42,PF13863
Q9H0X4,Protein FAM234A,PF23727
Q8N468,Major facilitator superfamily domain-containing protein 4A,PF07690
Q9NYS7,WD repeat and SOCS box-containing protein 2,PF07525
Q9NYS7,WD repeat and SOCS box-containing protein 2,PF00400
O15078,Centrosomal protein of 290 kDa,PF16574
Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,PF01392
Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,PF07679
Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,PF00051
Q01974,Tyrosine-protein kinase transmembrane receptor ROR2,PF07714
Q9UL18,Protein argonaute-1,PF08699
Q9UL18,Protein argonaute-1,PF16488
Q9UL18,Protein argonaute-1,PF16487
Q9UL18,Protein argonaute-1,PF16486
Q9UL18,Protein argonaute-1,PF02170
Q9UL18,Protein argonaute-1,PF02171
Q96NX5,Calcium/calmodulin-dependent protein kinase type 1G,PF00069
O75152,Zinc finger CCCH domain-containing protein 11A,PF15663
P05412,Transcription factor Jun,PF00170
P05412,Transcription factor Jun,PF03957
P25942,Tumor necrosis factor receptor superfamily member 5,PF00020
Q9NRW3,DNA dC->dU-editing enzyme APOBEC-3C,PF18782
Q13315,Serine-protein kinase ATM,PF02259
Q13315,Serine-protein kinase ATM,PF02260
Q13315,Serine-protein kinase ATM,PF00454
Q13315,Serine-protein kinase ATM,PF11640
Q96RD7,Pannexin-1,PF00876
O60232,Protein ZNRD2,PF06677
O00141,Serine/threonine-protein kinase Sgk1,PF00069
O00141,Serine/threonine-protein kinase Sgk1,PF00433
P37268,Squalene synthase,PF00494
Q05BQ5,MBT domain-containing protein 1,PF02820
Q05BQ5,MBT domain-containing protein 1,PF21319
Q9NZ71,Regulator of telomere elongation helicase 1,PF23109
